Product Name;Product Description;Product Code (SKU);Categories;Price ($);Status;Hub Diameter;Hub Thickness;Shaft Diameter;Weight;Diameter (INCHES);Pitch (INCHES);Diameter (METERS);Pitch (-);Color;UPC Code;Product Weight (NOT for Shipping Calculations) (LBS) ;Product Weight (NOT for Shipping Calculations) (grams) 
B9x4.7SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF
The material is the same fiberglass composite used in our grey props, just the color is black";LPB09047SF;Multi Rotor (Electric Only), Slow Fly (Electric Only), Black MR, Black SF;2.71; ;0.50 in.;0.31 in.;1/4 in.;0.32 oz.;9;4.7;0.2286;0.522222222;Black;6.86661E+11;0.02;9.1
9x5 ;"29 Free Flight
Use LPAR06E adapter rings (not included)";LP09050;Free Flight, Sport;2.95; ;0.80 in.;0.44 in.;1/4 in.;0.78 oz.;9;5;0.2286;0.555555556;Grey;6.86661E+11;0.0488;22.1
9x5(6);"29 Free Flight (Six Pack)
Package contains Six (6) propellers
Use LPAR06E adapter rings (not included)";LP09050(6);Free Flight, Sport;17.52;;0.80 in.;0.44 in.;1/4 in.;0.78 oz.;9;5;0.2286;0.555555556;Grey;6.86661E+11;0.0488;22.1
9x5F;"Folding Electric Propeller Blades
Use FH45mm-6 (LPFH3-6) Hub - not included";LP09050F;Folding (Electric Only);4; ;NA;See LPFH;See LPFH;0.35 oz.;9;5;0.2286;0.555555556;Grey;6.86661E+11;0.0219;9.9
9x5FP;"Folding Electric Propeller Blades
Reverse Rotation
Use FH45mm-6 (LPFH3-6) Hub - not included";LP09050FP;Folding (Electric Only);4; ;NA;See LPFH;See LPFH;0.35 oz.;9;5;0.2286;0.555555556;Grey;6.86661E+11;0.0219;9.9
9x5M-JK;"Marine
Right Hand Rotation (~1000 rpm)
Compatible with Jackson Kayak Electric Drive
Includes Tail Cone";LP09050M-JK;Marine;13.9;;1.25 in.;0.85 in.;10 mm;1.76 oz.;9;5;0.2286;0.555555556;Grey;6.86661E+11;0.1102;50
9x6 ;"Sport
Use LPAR06E adapter rings (not included)";LP09060;Sport, AMA 424 (Sport Q500);2.95; ;0.80 in.;0.47 in.;1/4 in.;0.78 oz.;9;6;0.2286;0.666666667;Grey;6.86661E+11;0.0488;22.1
9x6E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP09060E;Thin Electric;2.84; ;0.80 in.;0.39 in.;1/4 in.;0.63 oz.;9;6;0.2286;0.666666667;Grey;6.86661E+11;0.0397;18
9x6EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP09060EP;Thin Electric, Electric Reverse Rotation (Left Hand Rotation);2.84; ;0.80 in.;0.39 in.;1/4 in.;0.63 oz.;9;6;0.2286;0.666666667;Grey;6.86661E+11;0.0397;18
9x6N;"Control Line Narrow
Use LPAR06E adapter rings (not included)";LP09060N;Control Line Racing;2.95; ;0.80 in.;0.41 in.;1/4 in.;0.63 oz.;9;6;0.2286;0.666666667;Grey;6.86661E+11;0.0394;17.9
9x6P ;"Sport Pusher
Use LPAR06E adapter rings (not included)";LP09060P;Sport, Pusher (for IC Engines);2.95; ;0.80 in.;0.47 in.;1/4 in.;0.78 oz.;9;6;0.2286;0.666666667;Grey;6.86661E+11;0.0488;22.1
9x6SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP09060SF;Slow Fly (Electric Only);2.71; ;0.50 in.;0.30 in.;1/4 in.;0.32 oz.;9;6;0.2286;0.666666667;Grey;6.86661E+11;0.02;9.1
9x6-3;"3 Blade
40-50 2 CYCL";LP309060;Sport, 3 Bladed (for IC Engines);8.99;Discontinued;NA;NA;1/4 in.;NA;9;6;0.2286;0.666666667;Grey;6.86661E+11;;0
9x6-4;"4 Blade
40-50 2 CYCL";LP409060;Sport, 4 Bladed (for IC Engines);8.99; ;1.00 in.;0.38 in.;1/4 in.;0.88 oz.;9;6;0.2286;0.666666667;Grey;6.86661E+11;0.0551;25
B9x6E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
The material is the same fiberglass composite used in our grey props, just the color is black";LPB09060E;Thin Electric, Black Thin Electric;2.84; ;0.80 in.;0.39 in.;1/4 in.;0.63 oz.;9;6;0.2286;0.666666667;Black;6.86661E+11;0.0397;18
B9x6SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF
The material is the same fiberglass composite used in our grey props, just the color is black";LPB09060SF;Multi Rotor (Electric Only), Slow Fly (Electric Only), Black MR, Black SF;2.71; ;0.50 in.;0.30 in.;1/4 in.;0.32 oz.;9;6;0.2286;0.666666667;Black;6.86661E+11;0.02;9.1
9x6.5;40 Pylon;LP09065;Pylon Racing;3.95; ;0.90 in.;0.49 in.;1/4 in.;1.06 oz.;9;6.5;0.2286;0.722222222;Grey;6.86661E+11;0.0663;30.1
9x7 ;"Sport
Use LPAR06E adapter rings (not included)";LP09070;Sport;2.95; ;0.80 in.;0.45 in.;1/4 in.;0.81 oz.;9;7;0.2286;0.777777778;Grey;6.86661E+11;0.0506;23
9x7.5;40 Pylon;LP09075;Pylon Racing;3.95; ;0.90 in.;0.49 in.;1/4 in.;1.06 oz.;9;7.5;0.2286;0.833333333;Grey;6.86661E+11;0.0663;30.1
9x7.5C;"40 Pylon
Material: 40% Carbon / 60% Nylon";LP09075C;Pylon Racing, Carbon Fiber;25; ;0.90 in.;0.49 in.;1/4 in.;0.71 oz.;9;7.5;0.2286;0.833333333;Black;6.86661E+11;0.0444;20.1
9x7.5E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP09075E;Thin Electric;2.84; ;0.80 in.;0.39 in.;1/4 in.;0.63 oz.;9;7.5;0.2286;0.833333333;Grey;6.86661E+11;0.0397;18
9x7.5SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP09075SF;Slow Fly (Electric Only);2.71; ;0.50 in.;0.33 in.;1/4 in.;0.35 oz.;9;7.5;0.2286;0.833333333;Grey;6.86661E+11;0.0219;9.9
B9x7.5E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
The material is the same fiberglass composite used in our grey props, just the color is black";LPB09075E;Thin Electric, Black Thin Electric;2.84; ;0.80 in.;0.39 in.;1/4 in.;0.63 oz.;9;7.5;0.2286;0.833333333;Black;6.86661E+11;0.0397;18
9x8 ;"Sport
Use LPAR06E adapter rings (not included)";LP09080;Sport;2.95; ;0.80 in.;0.46 in.;1/4 in.;0.85 oz.;9;8;0.2286;0.888888889;Grey;6.86661E+11;0.0531;24.1
9x8E-3;"3 Blade Electric
480 Size
Standard (Right Hand) Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E

Includes knurled spacer for pusher applications.
Compatible with Icon A5 and similar pusher aircraft.";LP309080E;Thin Electric, 3 Bladed (Electric Only);8.99; ;0.80 in.;0.43 in.;1/4 in.;0.92 oz.;9;8;0.2286;0.888888889;Grey;6.86661E+11;0.0573;26
9x8.5;40 Pylon;LP09085;Pylon Racing;3.95; ;0.90 in.;0.49 in.;1/4 in.;1.06 oz.;9;8.5;0.2286;0.944444444;Grey;6.86661E+11;0.0663;30.1
9x9 ;"Sport
Use LPAR06E adapter rings (not included)";LP09090;Sport;2.95; ;0.80 in.;0.43 in.;1/4 in.;0.85 oz.;9;9;0.2286;1;Grey;6.86661E+11;0.0531;24.1
9x9E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP09090E;Thin Electric;2.84; ;0.80 in.;0.40 in.;1/4 in.;0.63 oz.;9;9;0.2286;1;Grey;6.86661E+11;0.0397;18
B9x9E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
The material is the same fiberglass composite used in our grey props, just the color is black";LPB09090E;Thin Electric, Black Thin Electric;2.84; ;0.80 in.;0.40 in.;1/4 in.;0.63 oz.;9;9;0.2286;1;Black;6.86661E+11;0.0397;18
9x10 ;"Sport
Use LPAR06E adapter rings (not included)";LP09010;Sport;2.95; ;0.80 in.;0.45 in.;1/4 in.;0.78 oz.;9;10;0.2286;1.111111111;Grey;6.86661E+11;0.0488;22.1
9.25x5.0;25 Pylon;LP09350;Pylon Racing;3.95;Discontinued;0.80 in.;0.41 in.;1/4 in.;0.60 oz.;9.25;5;0.23495;0.540540541;Grey;6.86661E+11;0.0375;17
9.25x5.25;25 Pylon;LP09353;Pylon Racing;3.95;Discontinued;0.80 in.;0.41 in.;1/4 in.;0.60 oz.;9.25;5.25;0.23495;0.567567568;Grey;6.86661E+11;0.0375;17
9.25x5.5;25 Pylon;LP09355;Pylon Racing;3.95;Discontinued;0.80 in.;0.41 in.;1/4 in.;0.60 oz.;9.25;5.5;0.23495;0.594594595;Grey;6.86661E+11;0.0375;17
9.25x5.75;25 Pylon;LP09358;Pylon Racing;3.95;Discontinued;0.80 in.;0.41 in.;1/4 in.;0.60 oz.;9.25;5.75;0.23495;0.621621622;Grey;6.86661E+11;0.0375;17
9.25x6.0;25 Pylon;LP09360;Pylon Racing;3.95; ;0.80 in.;0.41 in.;1/4 in.;0.60 oz.;9.25;6;0.23495;0.648648649;Grey;6.86661E+11;0.0375;17
9.3x3;Combat;LP09330;Pylon Combat;2.95; ;1.00 in.;0.45 in.;1/4 in.;0.88 oz.;9.3;3;0.23622;0.322580645;Grey;6.86661E+11;0.055;24.9
9.5x4.5 ;40 Free Flight;LP09545;Free Flight, Sport;2.95; ;1.00 in.;0.51 in.;1/4 in.;0.99 oz.;9.5;4.5;0.2413;0.473684211;Grey;6.86661E+11;0.0619;28.1
9.5x5MR-P3;"Multi-Rotor - RH, 2 Pack (for Phantom 3)
The best choice for your Phantom!
Standard Rotation (RH) replacement for Phantom 3 Silver propeller
Matching Reverse Rotation is 9.5x5MRP-P3
Includes two propellers
Attach with M6-1 nuts LPNUTSETM6 (not included)
For smaller motor shafts, use Metric Adapter Rings LPARM12SF";LP09550MR-P3;Multi Rotor (Electric Only);5.5; ;0.65 in.;0.30 in.;8 mm;0.42 oz.;9.5;5;0.2413;0.526315789;Grey;6.86661E+11;0.053;24
9.5x5MRP-P3;"Multi-Rotor Pusher - LH, 2 Pack (for Phantom 3)
The best choice for your Phantom!
Reverse Rotation (LH) replacement for Phantom 3 Black propeller
Matching Standard Rotation is 9.5x5MR-P3
Includes two propellers
Attach with M6-1 nuts LPNUTSETM6 (not included)
For smaller motor shafts, use Metric Adapter Rings LPARM12SF";LP09550MRP-P3;Multi Rotor (Electric Only);5.5; ;0.65 in.;0.30 in.;8 mm;0.42 oz.;9.5;5;0.2413;0.526315789;Grey;6.86661E+11;0.053;24
9.5x6 ;"Sport
Use LPAR06E adapter rings (not included)";LP09560;Sport;2.95; ;0.90 in.;0.48 in.;1/4 in.;0.95 oz.;9.5;6;0.2413;0.631578947;Grey;6.86661E+11;0.0594;26.9
9.5x6.5N;40 Pylon;LP09565N;Pylon Racing;3.95;Discontinued;0.90 in.;0.59 in.;1/4 in.;1.02 oz.;9.5;6.5;0.2413;0.684210526;Grey;6.86661E+11;0.0638;28.9
9.5x7N;40 Pylon;LP09570N;Pylon Racing;3.95; ;0.90 in.;0.58 in.;1/4 in.;1.02 oz.;9.5;7;0.2413;0.736842105;Grey;6.86661E+11;0.0638;28.9
9.5x7.5N;40 Pylon;LP09575N;Pylon Racing;3.95; ;0.90 in.;0.58 in.;1/4 in.;1.02 oz.;9.5;7.5;0.2413;0.789473684;Grey;6.86661E+11;0.0638;28.9
9.5x8N;40 Pylon;LP09580N;Pylon Racing;3.95;Discontinued;0.90 in.;0.59 in.;1/4 in.;0.99 oz.;9.5;8;0.2413;0.842105263;Grey;6.86661E+11;0.0619;28.1
9.5x8.5N;40 Pylon;LP09585N;Pylon Racing;3.95;Discontinued;0.90 in.;0.59 in.;1/4 in.;1.02 oz.;9.5;8.5;0.2413;0.894736842;Grey;6.86661E+11;0.0638;28.9
9.625x3.75N;29-36 Free Flight;LP09638N;Free Flight;3.35; ;0.90 in.;0.56 in.;1/4 in.;1.09 oz.;9.625;3.75;0.244475;0.38961039;Grey;6.86661E+11;0.0681;30.9
10x3 ;Sport;LP10030;Sport;3.35; ;1.00 in.;0.46 in.;1/4 in.;0.92 oz.;10;3;0.254;0.3;Grey;6.86661E+11;0.0575;26.1
10x3.8MRF-LH;"Multi-Rotor Folding
Left Hand Rotation (Reverse)
Includes Two Blades
3mm Pin Hole
Use with 20mm - 35mm Hubs (not included)";LP10038MRF-LH;Multi Rotor (Electric Only), MR Folding;3.45;;NA;6.3 mm;3 mm;0.35 oz.;10;3.8;0.254;0.38;Grey;6.86661E+11;0.022;10
10x3.8MRF-RH;"Multi-Rotor Folding
Right Hand Rotation
Includes Two Blades
3mm Pin Hole
Use with 20mm - 35mm Hubs (not included)";LP10038MRF-RH;Multi Rotor (Electric Only), MR Folding;3.45;;NA;6.3 mm;3 mm;0.35 oz.;10;3.8;0.254;0.38;Grey;6.86661E+11;0.022;10
10x3.8SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP10038SF;Multi Rotor (Electric Only), Slow Fly (Electric Only);3.06; ;0.50 in.;0.31 in.;1/4 in.;0.42 oz.;10;3.8;0.254;0.38;Grey;6.86661E+11;0.0263;11.9
10x3.8SF-B4;"Slow Flyer
Quad-Copter Bundle (10x3.8SF and 10x3.8SFP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings
Includes four sets of rings from LPAR18SF";LP10038SF-B4;"Bundle (2 CW &amp; 2 CCW), Slow Fly (Electric Only)";9.79; ;0.50 in.;0.31 in.;1/4 in.;0.42 oz.;10;3.8;0.254;0.38;Grey;6.86661E+11;0.1052;47.7
10x3.8SFP;"Slow Flyer Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP10038SFP;Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation);3.06; ;0.50 in.;0.31 in.;1/4 in.;0.42 oz.;10;3.8;0.254;0.38;Grey;6.86661E+11;0.0263;11.9
10x4 ;Sport;LP10040;Sport;3.35; ;1.00 in.;0.47 in.;1/4 in.;1.06 oz.;10;4;0.254;0.4;Grey;6.86661E+11;0.0663;30.1
10x4P-LH;"Sport Pusher
Left Hand Rotation
For smaller shaft sizes, use LPAR06E adapter rings (not included)
This propeller works well on Electric Powered KAYAKS.";LP10040P-LH;Sport, Pusher (for IC Engines), Marine;3.95;;1.00 in.;0.52 in.;3/8 in.;1.09 oz.;10;4;0.254;0.4;Grey;6.86661E+11;0.0683;31
10x4.5MR;"Multi-Rotor
Use LPAR06E adapter rings (not included)";LP10045MR;Multi Rotor (Electric Only);2.93; ;0.65 in.;0.35 in.;1/4 in.;0.53 oz.;10;4.5;0.254;0.45;Grey;6.86661E+11;0.0331;15
10x4.5MRF-LH;"Multi-Rotor Folding
Left Hand Rotation (Reverse)
Includes Two Blades
3mm Pin Hole
Use with 25mm - 35mm Hubs (not included)";LP10045MRF-LH;Multi Rotor (Electric Only), MR Folding;4.25;;NA;4.5 mm;3 mm;0.42 oz.;10;4.5;0.254;0.45;Grey;6.86661E+11;0.0265;12
10x4.5MRF-RH;"Multi-Rotor Folding
Right Hand Rotation
Includes Two Blades
3mm Pin Hole
Use with 25mm - 35mm Hubs (not included)";LP10045MRF-RH;Multi Rotor (Electric Only), MR Folding;4.25;;NA;4.5 mm;3 mm;0.42 oz.;10;4.5;0.254;0.45;Grey;6.86661E+11;0.0265;12
10x4.5MR(ST);"Multi-Rotor (Self Tightening)
Includes M6x1 RH thread hex nut
Use LPAR06E adapter rings (not included)
Product weight includes hex nut
Caution: Not intended for use with systems that use active motor braking";LP10045MR(ST);Self Tightening;3.25; ;0.65 in.;0.48 in.;6 mm;0.57 oz.;10;4.5;0.254;0.45;Grey;6.86661E+11;0.0353;16
10x4.5MR(ST2A);"3DR SOLO (RH - Self Tightening), Two Pack
Standard Rotation
3DR SOLO Compatible (MR to Silver)
Matching Reverse Rotation is 10x4.5MRP(ST2A)
Includes two propellers and two M6x1 RH thread hex nuts
Optional LPAR06E adapter rings (not included)
Product weight includes hex nut
Caution: Not intended for use with systems that use active motor braking";LP10045MR(ST2A);Self Tightening;6.45; ;0.65 in.;0.48 in.;6 mm;0.57 oz.;10;4.5;0.254;0.45;Grey;6.86661E+11;0.0706;32
10x4.5MR-B4;"Multi-Rotor
Quad-Copter Bundle (10x4.5MR and 10x4.5MRP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR06E adapter rings
Includes four sets of rings from LPAR06E (1/8"", 4mm, 5mm, 6mm, 5/16"")";LP10045MR-B4;"Bundle (2 CW &amp; 2 CCW)";9.38; ;0.65 in.;0.35 in.;1/4 in.;0.53 oz.;10;4.5;0.254;0.45;Grey;6.86661E+11;0.1324;60.1
10x4.5MRP;"Multi-Rotor Pusher
Reverse Rotation
Use LPAR06E adapter rings (not included)";LP10045MRP;Multi Rotor (Electric Only);2.93; ;0.65 in.;0.35 in.;1/4 in.;0.53 oz.;10;4.5;0.254;0.45;Grey;6.86661E+11;0.0331;15
10x4.5MRP(ST);"Multi-Rotor Pusher (Self Tightening)
Reverse Rotation
Includes M6x1 LH thread hex nut
Use LPAR06E adapter rings (not included)
Product weight includes hex nut
Caution: Not intended for use with systems that use active motor braking";LP10045MRP(ST);Self Tightening;3.25; ;0.65 in.;0.48 in.;6 mm;0.57 oz.;10;4.5;0.254;0.45;Grey;6.86661E+11;0.0353;16
10x4.5MRP(ST2A);"3DR SOLO (LH - Self Tightening), Two Pack
Reverse Rotation
3DR SOLO Compatible (MRP to Black)
Matching Standard Rotation is 10x4.5MR(ST2A)
Includes two propellers and two M6x1 LH thread hex nuts
Optional LPAR06E adapter rings (not included)
Product weight includes hex nut
Caution: Not intended for use with systems that use active motor braking";LP10045MRP(ST2A);Self Tightening;6.45; ;0.65 in.;0.48 in.;6 mm;0.57 oz.;10;4.5;0.254;0.45;Grey;6.86661E+11;0.0706;32
B10x4.5MR-B4;"Multi-Rotor
Quad-Copter Bundle (10x4.5MR and 10x4.5MRP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR06E adapter rings
Includes four sets of rings from LPAR06E (1/8"", 4mm, 5mm, 6mm, 5/16"")";LPB10045MR-B4;Bundle (2 CW & 2 CCW), Black MR;9.38; ;0.65 in.;0.35 in.;1/4 in.;0.53 oz.;10;4.5;0.254;0.45;Black;6.86661E+11;0.1324;60.1
10x4.6SF;"Slow Flyer Indoor 3D
For Indoor 3D Aerobatics
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPARM12SF";LP10046SF;Indoor 3D;2.99; ;0.50 in.;0.21 in.;1/4 in.;0.28 oz.;10;4.6;0.254;0.46;Grey;6.86661E+11;0.0176;8
10x4.7SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP10047SF;Multi Rotor (Electric Only), Slow Fly (Electric Only);3.06; ;0.50 in.;0.29 in.;1/4 in.;0.42 oz.;10;4.7;0.254;0.47;Grey;6.86661E+11;0.0263;11.9
10x4.7SF-B4;"Slow Flyer
Quad-Copter Bundle (10x4.7SF and 10x4.7SFP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings
Includes four sets of rings from LPAR18SF";LP10047SF-B4;"Bundle (2 CW &amp; 2 CCW), Slow Fly (Electric Only)";9.79; ;0.50 in.;0.29 in.;1/4 in.;0.42 oz.;10;4.7;0.254;0.47;Grey;6.86661E+11;0.1052;47.7
10x4.7SFP;"Slow Flyer Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP10047SFP;Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation);3.06; ;0.50 in.;0.29 in.;1/4 in.;0.42 oz.;10;4.7;0.254;0.47;Grey;6.86661E+11;0.0263;11.9
B10x4.7SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF
The material is the same fiberglass composite used in our grey props, just the color is black";LPB10047SF;Multi Rotor (Electric Only), Slow Fly (Electric Only), Black MR, Black SF;3.06; ;0.50 in.;0.29 in.;1/4 in.;0.42 oz.;10;4.7;0.254;0.47;Black;6.86661E+11;0.0263;11.9
10x5 ;Sport;LP10050;Sport;3.35; ;1.00 in.;0.48 in.;1/4 in.;0.99 oz.;10;5;0.254;0.5;Grey;6.86661E+11;0.0619;28.1
10x5E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP10050E;Thin Electric;3.21; ;0.80 in.;0.38 in.;1/4 in.;0.71 oz.;10;5;0.254;0.5;Grey;6.86661E+11;0.0441;20
10x5EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP10050EP;Thin Electric, Electric Reverse Rotation (Left Hand Rotation);3.21; ;0.80 in.;0.38 in.;1/4 in.;0.71 oz.;10;5;0.254;0.5;Grey;6.86661E+11;0.0441;20
B10x5E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
The material is the same fiberglass composite used in our grey props, just the color is black";LPB10050E;Thin Electric, Black Thin Electric;3.21; ;0.80 in.;0.38 in.;1/4 in.;0.71 oz.;10;5;0.254;0.5;Black;6.86661E+11;0.0441;20
B10x5EP;"Thin Electric
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
The material is the same fiberglass composite used in our grey props, just the color is black";LPB10050EP;Thin Electric, Electric Reverse Rotation (Left Hand Rotation), Black Thin Electric;3.21; ;0.80 in.;0.38 in.;1/4 in.;0.71 oz.;10;5;0.254;0.5;Black;6.86661E+11;0.0441;20
10x5.5MR;"Multi-Rotor
Use LPAR06E adapter rings (not included)";LP10055MR;Multi Rotor (Electric Only);2.93; ;0.65 in.;0.35 in.;1/4 in.;0.53 oz.;10;5.5;0.254;0.55;Grey;6.86661E+11;0.0331;15
10x5.5MR-B4;"Multi-Rotor
Quad-Copter Bundle (10x5.5MR and 10x5.5MRP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR06E adapter rings
Includes four sets of rings from LPAR06E (1/8"", 4mm, 5mm, 6mm, 5/16"")";LP10055MR-B4;"Bundle (2 CW &amp; 2 CCW)";9.38; ;0.65 in.;0.35 in.;1/4 in.;0.53 oz.;10;5.5;0.254;0.55;Grey;6.86661E+11;0.1324;60.1
10x5.5MRP;"Multi-Rotor Pusher
Reverse Rotation
Use LPAR06E adapter rings (not included)";LP10055MRP;Multi Rotor (Electric Only);2.93; ;0.65 in.;0.35 in.;1/4 in.;0.53 oz.;10;5.5;0.254;0.55;Grey;6.86661E+11;0.0331;15
B10x5.5MR-B4;"Multi-Rotor
Quad-Copter Bundle (10x5.5MR and 10x5.5MRP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR06E adapter rings
Includes four sets of rings from LPAR06E (1/8"", 4mm, 5mm, 6mm, 5/16"")";LPB10055MR-B4;Bundle (2 CW & 2 CCW), Black MR;9.38; ;0.65 in.;0.35 in.;1/4 in.;0.53 oz.;10;5.5;0.254;0.55;Black;6.86661E+11;0.1324;60.1
10x5.8EP(F2B);"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E

Designed for Electric Control Line Stunt";LP10058EP(F2B);Thin Electric, Electric Reverse Rotation (Left Hand Rotation), Control Line (Electric Only);4.39; ;0.80 in.;0.38 in.;1/4 in.;0.67 oz.;10;5.8;0.254;0.58;Grey;6.86661E+11;0.0419;19
10x6 ;Sport;LP10060;Sport;3.35; ;1.00 in.;0.50 in.;1/4 in.;1.02 oz.;10;6;0.254;0.6;Grey;6.86661E+11;0.0638;28.9
10x6E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP10060E;Thin Electric;3.21; ;0.80 in.;0.39 in.;1/4 in.;0.71 oz.;10;6;0.254;0.6;Grey;6.86661E+11;0.0441;20
10x6EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP10060EP;Thin Electric, Electric Reverse Rotation (Left Hand Rotation);3.21;;0.80 in.;0.39 in.;1/4 in.;0.71 oz.;10;6;0.254;0.6;Grey;6.86661E+11;0.0441;20
10x6F;"Folding Electric Propeller Blades
Use FH45mm-6 (LPFH3-6) Hub - not included";LP10060F;Folding (Electric Only);4.47; ;NA;See LPFH;See LPFH;0.49 oz.;10;6;0.254;0.6;Grey;6.86661E+11;0.0309;14
10x6P ;Sport Pusher;LP10060P;Sport, Pusher (for IC Engines);3.35; ;1.00 in.;0.50 in.;1/4 in.;1.02 oz.;10;6;0.254;0.6;Grey;6.86661E+11;0.0638;28.9
10x6-4;"4 Blade
50-60 2 CYCL";LP410060;Sport, 4 Bladed (for IC Engines);9.99; ;1.00 in.;0.40 in.;1/4 in.;1.27 oz.;10;6;0.254;0.6;Grey;6.86661E+11;0.0794;36
B10x6E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
The material is the same fiberglass composite used in our grey props, just the color is black";LPB10060E;Thin Electric, Black Thin Electric;3.21; ;0.80 in.;0.39 in.;1/4 in.;0.71 oz.;10;6;0.254;0.6;Black;6.86661E+11;0.0441;20
10x7 ;Sport;LP10070;Sport;3.35; ;1.00 in.;0.51 in.;1/4 in.;1.09 oz.;10;7;0.254;0.7;Grey;6.86661E+11;0.0681;30.9
10x7E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP10070E;Thin Electric;3.21; ;0.80 in.;0.40 in.;1/4 in.;0.71 oz.;10;7;0.254;0.7;Grey;6.86661E+11;0.0441;20
10x7EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP10070EP;Thin Electric, Electric Reverse Rotation (Left Hand Rotation);3.21; ;0.80 in.;0.40 in.;1/4 in.;0.71 oz.;10;7;0.254;0.7;Grey;6.86661E+11;0.0441;20
10x7P ;Sport Pusher;LP10070P;Sport, Pusher (for IC Engines);3.35; ;1.00 in.;0.51 in.;1/4 in.;1.09 oz.;10;7;0.254;0.7;Grey;6.86661E+11;0.0681;30.9
10x7SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP10070SF;Slow Fly (Electric Only);3.06; ;0.50 in.;0.30 in.;1/4 in.;0.42 oz.;10;7;0.254;0.7;Grey;6.86661E+11;0.0263;11.9
10x7-3;"3 Blade
40-50 2 CYCL";LP310070;Sport, 3 Bladed (for IC Engines);9.99;Discontinued;NA;NA;1/4 in.;NA;10;7;0.254;0.7;Grey;6.86661E+11;;0
B10x7E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
The material is the same fiberglass composite used in our grey props, just the color is black";LPB10070E;Thin Electric, Black Thin Electric;3.21; ;0.80 in.;0.40 in.;1/4 in.;0.71 oz.;10;7;0.254;0.7;Black;6.86661E+11;0.0441;20
B10x7EP;"Thin Electric
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
The material is the same fiberglass composite used in our grey props, just the color is black";LPB10070EP;Thin Electric, Electric Reverse Rotation (Left Hand Rotation), Black Thin Electric;3.21; ;0.80 in.;0.40 in.;1/4 in.;0.71 oz.;10;7;0.254;0.7;Black;6.86661E+11;0.0441;20
