;Unnamed: 0;Voltage_V;Capacity_mAh;Capacity_As;Energy_density_Wh_kg;Imax [A];Pmax_W_kg;Weight_kg;Volume_cm3;Energy_kJ;n_series;n_parallel
50933;9;296;44400;159840;228.1666667;3996;20535;57.6;36132.48;47312.64;20;12
50986;9;296;48100;173160;228.1666667;4329;20535;62.4;39143.52;51255.36;20;13
51039;9;296;51800;186480;228.1666667;4662;20535;67.2;42154.56;55198.08;20;14
51092;9;296;55500;199800;228.1666667;4995;20535;72;45165.6;59140.8;20;15
51145;9;296;59200;213120;228.1666667;5328;20535;76.8;48176.64;63083.52;20;16
51198;9;296;62900;226440;228.1666667;5661;20535;81.6;51187.68;67026.24;20;17
51251;9;296;66600;239760;228.1666667;5994;20535;86.4;54198.72;70968.96;20;18
51304;9;296;70300;253080;228.1666667;6327;20535;91.2;57209.76;74911.68;20;19
51357;9;296;74000;266400;228.1666667;6660;20535;96;60220.8;78854.4;20;20
51410;9;296;77700;279720;228.1666667;6993;20535;100.8;63231.84;82797.12;20;21
51463;9;296;81400;293040;228.1666667;7326;20535;105.6;66242.88;86739.84;20;22
51516;9;296;85100;306360;228.1666667;7659;20535;110.4;69253.92;90682.56;20;23
51569;9;296;88800;319680;228.1666667;7992;20535;115.2;72264.96;94625.28;20;24
51622;9;296;92500;333000;228.1666667;8325;20535;120;75276;98568;20;25
51675;9;296;96200;346320;228.1666667;8658;20535;124.8;78287.04;102510.72;20;26
51728;9;296;99900;359640;228.1666667;8991;20535;129.6;81298.08;106453.44;20;27
51781;9;296;103600;372960;228.1666667;9324;20535;134.4;84309.12;110396.16;20;28
51834;9;296;107300;386280;228.1666667;9657;20535;139.2;87320.16;114338.88;20;29
51887;9;296;111000;399600;228.1666667;9990;20535;144;90331.2;118281.6;20;30
51940;9;296;114700;412920;228.1666667;10323;20535;148.8;93342.24;122224.32;20;31
51993;9;296;118400;426240;228.1666667;10656;20535;153.6;96353.28;126167.04;20;32
52046;9;296;122100;439560;228.1666667;10989;20535;158.4;99364.32;130109.76;20;33
52099;9;296;125800;452880;228.1666667;11322;20535;163.2;102375.36;134052.48;20;34
52152;9;296;129500;466200;228.1666667;11655;20535;168;105386.4;137995.2;20;35
52205;9;296;133200;479520;228.1666667;11988;20535;172.8;108397.44;141937.92;20;36
52258;9;296;136900;492840;228.1666667;12321;20535;177.6;111408.48;145880.64;20;37
52311;9;296;140600;506160;228.1666667;12654;20535;182.4;114419.52;149823.36;20;38
52364;9;296;144300;519480;228.1666667;12987;20535;187.2;117430.56;153766.08;20;39
52417;9;296;148000;532800;228.1666667;13320;20535;192;120441.6;157708.8;20;40
52470;9;296;151700;546120;228.1666667;13653;20535;196.8;123452.64;161651.52;20;41
52523;9;296;155400;559440;228.1666667;13986;20535;201.6;126463.68;165594.24;20;42
52576;9;296;159100;572760;228.1666667;14319;20535;206.4;129474.72;169536.96;20;43
52629;9;296;162800;586080;228.1666667;14652;20535;211.2;132485.76;173479.68;20;44
52682;9;296;166500;599400;228.1666667;14985;20535;216;135496.8;177422.4;20;45
52735;9;296;170200;612720;228.1666667;15318;20535;220.8;138507.84;181365.12;20;46
52788;9;296;173900;626040;228.1666667;15651;20535;225.6;141518.88;185307.84;20;47
52830;95;296;282000;1015200;181.2244898;14100;9061.22449;460.6;215560.8;300499.2;20;47
52841;9;296;177600;639360;228.1666667;15984;20535;230.4;144529.92;189250.56;20;48
52883;95;296;288000;1036800;181.2244898;14400;9061.22449;470.4;220147.2;306892.8;20;48
52894;9;296;181300;652680;228.1666667;16317;20535;235.2;147540.96;193193.28;20;49
52936;95;296;294000;1058400;181.2244898;14700;9061.22449;480.2;224733.6;313286.4;20;49
52947;9;296;185000;666000;228.1666667;16650;20535;240;150552;197136;20;50
52989;95;296;300000;1080000;181.2244898;15000;9061.22449;490;229320;319680;20;50
53000;9;310.8;3700;13320;228.1666667;333;20535;5.04;3161.592;4139.856;21;1
53053;9;310.8;7400;26640;228.1666667;666;20535;10.08;6323.184;8279.712;21;2
53106;9;310.8;11100;39960;228.1666667;999;20535;15.12;9484.776;12419.568;21;3
53159;9;310.8;14800;53280;228.1666667;1332;20535;20.16;12646.368;16559.424;21;4
53212;9;310.8;18500;66600;228.1666667;1665;20535;25.2;15807.96;20699.28;21;5
53265;9;310.8;22200;79920;228.1666667;1998;20535;30.24;18969.552;24839.136;21;6
53318;9;310.8;25900;93240;228.1666667;2331;20535;35.28;22131.144;28978.992;21;7
53371;9;310.8;29600;106560;228.1666667;2664;20535;40.32;25292.736;33118.848;21;8
53424;9;310.8;33300;119880;228.1666667;2997;20535;45.36;28454.328;37258.704;21;9
53477;9;310.8;37000;133200;228.1666667;3330;20535;50.4;31615.92;41398.56;21;10
53530;9;310.8;40700;146520;228.1666667;3663;20535;55.44;34777.512;45538.416;21;11
53583;9;310.8;44400;159840;228.1666667;3996;20535;60.48;37939.104;49678.272;21;12
53636;9;310.8;48100;173160;228.1666667;4329;20535;65.52;41100.696;53818.128;21;13
53689;9;310.8;51800;186480;228.1666667;4662;20535;70.56;44262.288;57957.984;21;14
53742;9;310.8;55500;199800;228.1666667;4995;20535;75.6;47423.88;62097.84;21;15
53795;9;310.8;59200;213120;228.1666667;5328;20535;80.64;50585.472;66237.696;21;16
53848;9;310.8;62900;226440;228.1666667;5661;20535;85.68;53747.064;70377.552;21;17
53901;9;310.8;66600;239760;228.1666667;5994;20535;90.72;56908.656;74517.408;21;18
53954;9;310.8;70300;253080;228.1666667;6327;20535;95.76;60070.248;78657.264;21;19
54007;9;310.8;74000;266400;228.1666667;6660;20535;100.8;63231.84;82797.12;21;20
54060;9;310.8;77700;279720;228.1666667;6993;20535;105.84;66393.432;86936.976;21;21
54113;9;310.8;81400;293040;228.1666667;7326;20535;110.88;69555.024;91076.832;21;22
54166;9;310.8;85100;306360;228.1666667;7659;20535;115.92;72716.616;95216.688;21;23
54219;9;310.8;88800;319680;228.1666667;7992;20535;120.96;75878.208;99356.544;21;24
54272;9;310.8;92500;333000;228.1666667;8325;20535;126;79039.8;103496.4;21;25
54325;9;310.8;96200;346320;228.1666667;8658;20535;131.04;82201.392;107636.256;21;26
54378;9;310.8;99900;359640;228.1666667;8991;20535;136.08;85362.984;111776.112;21;27
54431;9;310.8;103600;372960;228.1666667;9324;20535;141.12;88524.576;115915.968;21;28
54484;9;310.8;107300;386280;228.1666667;9657;20535;146.16;91686.168;120055.824;21;29
54537;9;310.8;111000;399600;228.1666667;9990;20535;151.2;94847.76;124195.68;21;30
54590;9;310.8;114700;412920;228.1666667;10323;20535;156.24;98009.352;128335.536;21;31
54643;9;310.8;118400;426240;228.1666667;10656;20535;161.28;101170.944;132475.392;21;32
54696;9;310.8;122100;439560;228.1666667;10989;20535;166.32;104332.536;136615.248;21;33
54749;9;310.8;125800;452880;228.1666667;11322;20535;171.36;107494.128;140755.104;21;34
54802;9;310.8;129500;466200;228.1666667;11655;20535;176.4;110655.72;144894.96;21;35
54855;9;310.8;133200;479520;228.1666667;11988;20535;181.44;113817.312;149034.816;21;36
54908;9;310.8;136900;492840;228.1666667;12321;20535;186.48;116978.904;153174.672;21;37
54961;9;310.8;140600;506160;228.1666667;12654;20535;191.52;120140.496;157314.528;21;38
55014;9;310.8;144300;519480;228.1666667;12987;20535;196.56;123302.088;161454.384;21;39
55067;9;310.8;148000;532800;228.1666667;13320;20535;201.6;126463.68;165594.24;21;40
55120;9;310.8;151700;546120;228.1666667;13653;20535;206.64;129625.272;169734.096;21;41
55173;9;310.8;155400;559440;228.1666667;13986;20535;211.68;132786.864;173873.952;21;42
55226;9;310.8;159100;572760;228.1666667;14319;20535;216.72;135948.456;178013.808;21;43
55279;9;310.8;162800;586080;228.1666667;14652;20535;221.76;139110.048;182153.664;21;44
55332;9;310.8;166500;599400;228.1666667;14985;20535;226.8;142271.64;186293.52;21;45
55374;95;310.8;270000;972000;181.2244898;13500;9061.22449;463.05;216707.4;302097.6;21;45
55385;9;310.8;170200;612720;228.1666667;15318;20535;231.84;145433.232;190433.376;21;46
55427;95;310.8;276000;993600;181.2244898;13800;9061.22449;473.34;221523.12;308810.88;21;46
55438;9;310.8;173900;626040;228.1666667;15651;20535;236.88;148594.824;194573.232;21;47
55480;95;310.8;282000;1015200;181.2244898;14100;9061.22449;483.63;226338.84;315524.16;21;47
55482;97;466.2;282000;1015200;179.2732167;14100;8963.660834;733.341;336274.848;473286.24;21;47
55491;9;310.8;177600;639360;228.1666667;15984;20535;241.92;151756.416;198713.088;21;48
55533;95;310.8;288000;1036800;181.2244898;14400;9061.22449;493.92;231154.56;322237.44;21;48
55535;97;466.2;288000;1036800;179.2732167;14400;8963.660834;748.944;343429.632;483356.16;21;48
55544;9;310.8;181300;652680;228.1666667;16317;20535;246.96;154918.008;202852.944;21;49
55586;95;310.8;294000;1058400;181.2244898;14700;9061.22449;504.21;235970.28;328950.72;21;49
55588;97;466.2;294000;1058400;179.2732167;14700;8963.660834;764.547;350584.416;493426.08;21;49
55597;9;310.8;185000;666000;228.1666667;16650;20535;252;158079.6;206992.8;21;50
55639;95;310.8;300000;1080000;181.2244898;15000;9061.22449;514.5;240786;335664;21;50
55641;97;466.2;300000;1080000;179.2732167;15000;8963.660834;780.15;357739.2;503496;21;50
55650;9;325.6;3700;13320;228.1666667;333;20535;5.28;3312.144;4336.992;22;1
55703;9;325.6;7400;26640;228.1666667;666;20535;10.56;6624.288;8673.984;22;2
55756;9;325.6;11100;39960;228.1666667;999;20535;15.84;9936.432;13010.976;22;3
55809;9;325.6;14800;53280;228.1666667;1332;20535;21.12;13248.576;17347.968;22;4
55862;9;325.6;18500;66600;228.1666667;1665;20535;26.4;16560.72;21684.96;22;5
55915;9;325.6;22200;79920;228.1666667;1998;20535;31.68;19872.864;26021.952;22;6
55968;9;325.6;25900;93240;228.1666667;2331;20535;36.96;23185.008;30358.944;22;7
56021;9;325.6;29600;106560;228.1666667;2664;20535;42.24;26497.152;34695.936;22;8
56074;9;325.6;33300;119880;228.1666667;2997;20535;47.52;29809.296;39032.928;22;9
56127;9;325.6;37000;133200;228.1666667;3330;20535;52.8;33121.44;43369.92;22;10
56180;9;325.6;40700;146520;228.1666667;3663;20535;58.08;36433.584;47706.912;22;11
56233;9;325.6;44400;159840;228.1666667;3996;20535;63.36;39745.728;52043.904;22;12
56286;9;325.6;48100;173160;228.1666667;4329;20535;68.64;43057.872;56380.896;22;13
56339;9;325.6;51800;186480;228.1666667;4662;20535;73.92;46370.016;60717.888;22;14
56392;9;325.6;55500;199800;228.1666667;4995;20535;79.2;49682.16;65054.88;22;15
56445;9;325.6;59200;213120;228.1666667;5328;20535;84.48;52994.304;69391.872;22;16
56498;9;325.6;62900;226440;228.1666667;5661;20535;89.76;56306.448;73728.864;22;17
56551;9;325.6;66600;239760;228.1666667;5994;20535;95.04;59618.592;78065.856;22;18
56604;9;325.6;70300;253080;228.1666667;6327;20535;100.32;62930.736;82402.848;22;19
56657;9;325.6;74000;266400;228.1666667;6660;20535;105.6;66242.88;86739.84;22;20
56710;9;325.6;77700;279720;228.1666667;6993;20535;110.88;69555.024;91076.832;22;21
56763;9;325.6;81400;293040;228.1666667;7326;20535;116.16;72867.168;95413.824;22;22
56816;9;325.6;85100;306360;228.1666667;7659;20535;121.44;76179.312;99750.816;22;23
56869;9;325.6;88800;319680;228.1666667;7992;20535;126.72;79491.456;104087.808;22;24
56922;9;325.6;92500;333000;228.1666667;8325;20535;132;82803.6;108424.8;22;25
56975;9;325.6;96200;346320;228.1666667;8658;20535;137.28;86115.744;112761.792;22;26
57028;9;325.6;99900;359640;228.1666667;8991;20535;142.56;89427.888;117098.784;22;27
57081;9;325.6;103600;372960;228.1666667;9324;20535;147.84;92740.032;121435.776;22;28
57134;9;325.6;107300;386280;228.1666667;9657;20535;153.12;96052.176;125772.768;22;29
57187;9;325.6;111000;399600;228.1666667;9990;20535;158.4;99364.32;130109.76;22;30
57240;9;325.6;114700;412920;228.1666667;10323;20535;163.68;102676.464;134446.752;22;31
57293;9;325.6;118400;426240;228.1666667;10656;20535;168.96;105988.608;138783.744;22;32
57346;9;325.6;122100;439560;228.1666667;10989;20535;174.24;109300.752;143120.736;22;33
57399;9;325.6;125800;452880;228.1666667;11322;20535;179.52;112612.896;147457.728;22;34
57452;9;325.6;129500;466200;228.1666667;11655;20535;184.8;115925.04;151794.72;22;35
57505;9;325.6;133200;479520;228.1666667;11988;20535;190.08;119237.184;156131.712;22;36
57558;9;325.6;136900;492840;228.1666667;12321;20535;195.36;122549.328;160468.704;22;37
57611;9;325.6;140600;506160;228.1666667;12654;20535;200.64;125861.472;164805.696;22;38
57664;9;325.6;144300;519480;228.1666667;12987;20535;205.92;129173.616;169142.688;22;39
57717;9;325.6;148000;532800;228.1666667;13320;20535;211.2;132485.76;173479.68;22;40
57770;9;325.6;151700;546120;228.1666667;13653;20535;216.48;135797.904;177816.672;22;41
57823;9;325.6;155400;559440;228.1666667;13986;20535;221.76;139110.048;182153.664;22;42
57876;9;325.6;159100;572760;228.1666667;14319;20535;227.04;142422.192;186490.656;22;43
57918;95;325.6;258000;928800;181.2244898;12900;9061.22449;463.54;216936.72;302417.28;22;43
57929;9;325.6;162800;586080;228.1666667;14652;20535;232.32;145734.336;190827.648;22;44
57971;95;325.6;264000;950400;181.2244898;13200;9061.22449;474.32;221981.76;309450.24;22;44
57973;97;488.4;264000;950400;179.2732167;13200;8963.660834;719.224;329801.472;464175.36;22;44
57982;9;325.6;166500;599400;228.1666667;14985;20535;237.6;149046.48;195164.64;22;45
58024;95;325.6;270000;972000;181.2244898;13500;9061.22449;485.1;227026.8;316483.2;22;45
58035;9;325.6;170200;612720;228.1666667;15318;20535;242.88;152358.624;199501.632;22;46
58077;95;325.6;276000;993600;181.2244898;13800;9061.22449;495.88;232071.84;323516.16;22;46
58079;97;488.4;276000;993600;179.2732167;13800;8963.660834;751.916;344792.448;485274.24;22;46
58088;9;325.6;173900;626040;228.1666667;15651;20535;248.16;155670.768;203838.624;22;47
58130;95;325.6;282000;1015200;181.2244898;14100;9061.22449;506.66;237116.88;330549.12;22;47
58132;97;488.4;282000;1015200;179.2732167;14100;8963.660834;768.262;352287.936;495823.68;22;47
58141;9;325.6;177600;639360;228.1666667;15984;20535;253.44;158982.912;208175.616;22;48
58183;95;325.6;288000;1036800;181.2244898;14400;9061.22449;517.44;242161.92;337582.08;22;48
58185;97;488.4;288000;1036800;179.2732167;14400;8963.660834;784.608;359783.424;506373.12;22;48
58194;9;325.6;181300;652680;228.1666667;16317;20535;258.72;162295.056;212512.608;22;49
58236;95;325.6;294000;1058400;181.2244898;14700;9061.22449;528.22;247206.96;344615.04;22;49
58238;97;488.4;294000;1058400;179.2732167;14700;8963.660834;800.954;367278.912;516922.56;22;49
58247;9;325.6;185000;666000;228.1666667;16650;20535;264;165607.2;216849.6;22;50
58289;95;325.6;300000;1080000;181.2244898;15000;9061.22449;539;252252;351648;22;50
58291;97;488.4;300000;1080000;179.2732167;15000;8963.660834;817.3;374774.4;527472;22;50
58300;9;340.4;3700;13320;228.1666667;333;20535;5.52;3462.696;4534.128;23;1
58353;9;340.4;7400;26640;228.1666667;666;20535;11.04;6925.392;9068.256;23;2
58406;9;340.4;11100;39960;228.1666667;999;20535;16.56;10388.088;13602.384;23;3
58459;9;340.4;14800;53280;228.1666667;1332;20535;22.08;13850.784;18136.512;23;4
58512;9;340.4;18500;66600;228.1666667;1665;20535;27.6;17313.48;22670.64;23;5
58565;9;340.4;22200;79920;228.1666667;1998;20535;33.12;20776.176;27204.768;23;6
58618;9;340.4;25900;93240;228.1666667;2331;20535;38.64;24238.872;31738.896;23;7
58671;9;340.4;29600;106560;228.1666667;2664;20535;44.16;27701.568;36273.024;23;8
58724;9;340.4;33300;119880;228.1666667;2997;20535;49.68;31164.264;40807.152;23;9
58777;9;340.4;37000;133200;228.1666667;3330;20535;55.2;34626.96;45341.28;23;10
58830;9;340.4;40700;146520;228.1666667;3663;20535;60.72;38089.656;49875.408;23;11
58883;9;340.4;44400;159840;228.1666667;3996;20535;66.24;41552.352;54409.536;23;12
58936;9;340.4;48100;173160;228.1666667;4329;20535;71.76;45015.048;58943.664;23;13
58989;9;340.4;51800;186480;228.1666667;4662;20535;77.28;48477.744;63477.792;23;14
59042;9;340.4;55500;199800;228.1666667;4995;20535;82.8;51940.44;68011.92;23;15
59095;9;340.4;59200;213120;228.1666667;5328;20535;88.32;55403.136;72546.048;23;16
59148;9;340.4;62900;226440;228.1666667;5661;20535;93.84;58865.832;77080.176;23;17
59201;9;340.4;66600;239760;228.1666667;5994;20535;99.36;62328.528;81614.304;23;18
59254;9;340.4;70300;253080;228.1666667;6327;20535;104.88;65791.224;86148.432;23;19
59307;9;340.4;74000;266400;228.1666667;6660;20535;110.4;69253.92;90682.56;23;20
59360;9;340.4;77700;279720;228.1666667;6993;20535;115.92;72716.616;95216.688;23;21
59413;9;340.4;81400;293040;228.1666667;7326;20535;121.44;76179.312;99750.816;23;22
59466;9;340.4;85100;306360;228.1666667;7659;20535;126.96;79642.008;104284.944;23;23
59519;9;340.4;88800;319680;228.1666667;7992;20535;132.48;83104.704;108819.072;23;24
59572;9;340.4;92500;333000;228.1666667;8325;20535;138;86567.4;113353.2;23;25
59625;9;340.4;96200;346320;228.1666667;8658;20535;143.52;90030.096;117887.328;23;26
59678;9;340.4;99900;359640;228.1666667;8991;20535;149.04;93492.792;122421.456;23;27
59731;9;340.4;103600;372960;228.1666667;9324;20535;154.56;96955.488;126955.584;23;28
59784;9;340.4;107300;386280;228.1666667;9657;20535;160.08;100418.184;131489.712;23;29
59837;9;340.4;111000;399600;228.1666667;9990;20535;165.6;103880.88;136023.84;23;30
59890;9;340.4;114700;412920;228.1666667;10323;20535;171.12;107343.576;140557.968;23;31
59943;9;340.4;118400;426240;228.1666667;10656;20535;176.64;110806.272;145092.096;23;32
59996;9;340.4;122100;439560;228.1666667;10989;20535;182.16;114268.968;149626.224;23;33
60049;9;340.4;125800;452880;228.1666667;11322;20535;187.68;117731.664;154160.352;23;34
60102;9;340.4;129500;466200;228.1666667;11655;20535;193.2;121194.36;158694.48;23;35
60155;9;340.4;133200;479520;228.1666667;11988;20535;198.72;124657.056;163228.608;23;36
60208;9;340.4;136900;492840;228.1666667;12321;20535;204.24;128119.752;167762.736;23;37
60261;9;340.4;140600;506160;228.1666667;12654;20535;209.76;131582.448;172296.864;23;38
60314;9;340.4;144300;519480;228.1666667;12987;20535;215.28;135045.144;176830.992;23;39
60367;9;340.4;148000;532800;228.1666667;13320;20535;220.8;138507.84;181365.12;23;40
60420;9;340.4;151700;546120;228.1666667;13653;20535;226.32;141970.536;185899.248;23;41
60462;95;340.4;246000;885600;181.2244898;12300;9061.22449;462.07;216248.76;301458.24;23;41
60473;9;340.4;155400;559440;228.1666667;13986;20535;231.84;145433.232;190433.376;23;42
60515;95;340.4;252000;907200;181.2244898;12600;9061.22449;473.34;221523.12;308810.88;23;42
60526;9;340.4;159100;572760;228.1666667;14319;20535;237.36;148895.928;194967.504;23;43
60568;95;340.4;258000;928800;181.2244898;12900;9061.22449;484.61;226797.48;316163.52;23;43
60570;97;510.6;258000;928800;179.2732167;12900;8963.660834;734.827;336956.256;474245.28;23;43
60579;9;340.4;162800;586080;228.1666667;14652;20535;242.88;152358.624;199501.632;23;44
60621;95;340.4;264000;950400;181.2244898;13200;9061.22449;495.88;232071.84;323516.16;23;44
60623;97;510.6;264000;950400;179.2732167;13200;8963.660834;751.916;344792.448;485274.24;23;44
60632;9;340.4;166500;599400;228.1666667;14985;20535;248.4;155821.32;204035.76;23;45
60674;95;340.4;270000;972000;181.2244898;13500;9061.22449;507.15;237346.2;330868.8;23;45
60676;97;510.6;270000;972000;179.2732167;13500;8963.660834;769.005;352628.64;496303.2;23;45
60685;9;340.4;170200;612720;228.1666667;15318;20535;253.92;159284.016;208569.888;23;46
60727;95;340.4;276000;993600;181.2244898;13800;9061.22449;518.42;242620.56;338221.44;23;46
60729;97;510.6;276000;993600;179.2732167;13800;8963.660834;786.094;360464.832;507332.16;23;46
60738;9;340.4;173900;626040;228.1666667;15651;20535;259.44;162746.712;213104.016;23;47
60780;95;340.4;282000;1015200;181.2244898;14100;9061.22449;529.69;247894.92;345574.08;23;47
60782;97;510.6;282000;1015200;179.2732167;14100;8963.660834;803.183;368301.024;518361.12;23;47
60791;9;340.4;177600;639360;228.1666667;15984;20535;264.96;166209.408;217638.144;23;48
60833;95;340.4;288000;1036800;181.2244898;14400;9061.22449;540.96;253169.28;352926.72;23;48
60835;97;510.6;288000;1036800;179.2732167;14400;8963.660834;820.272;376137.216;529390.08;23;48
60844;9;340.4;181300;652680;228.1666667;16317;20535;270.48;169672.104;222172.272;23;49
60886;95;340.4;294000;1058400;181.2244898;14700;9061.22449;552.23;258443.64;360279.36;23;49
60888;97;510.6;294000;1058400;179.2732167;14700;8963.660834;837.361;383973.408;540419.04;23;49
60897;9;340.4;185000;666000;228.1666667;16650;20535;276;173134.8;226706.4;23;50
60939;95;340.4;300000;1080000;181.2244898;15000;9061.22449;563.5;263718;367632;23;50
60941;97;510.6;300000;1080000;179.2732167;15000;8963.660834;854.45;391809.6;551448;23;50
60950;9;355.2;3700;13320;228.1666667;333;20535;5.76;3613.248;4731.264;24;1
61003;9;355.2;7400;26640;228.1666667;666;20535;11.52;7226.496;9462.528;24;2
61056;9;355.2;11100;39960;228.1666667;999;20535;17.28;10839.744;14193.792;24;3
61109;9;355.2;14800;53280;228.1666667;1332;20535;23.04;14452.992;18925.056;24;4
61162;9;355.2;18500;66600;228.1666667;1665;20535;28.8;18066.24;23656.32;24;5
61215;9;355.2;22200;79920;228.1666667;1998;20535;34.56;21679.488;28387.584;24;6
61268;9;355.2;25900;93240;228.1666667;2331;20535;40.32;25292.736;33118.848;24;7
61321;9;355.2;29600;106560;228.1666667;2664;20535;46.08;28905.984;37850.112;24;8
61374;9;355.2;33300;119880;228.1666667;2997;20535;51.84;32519.232;42581.376;24;9
61427;9;355.2;37000;133200;228.1666667;3330;20535;57.6;36132.48;47312.64;24;10
61480;9;355.2;40700;146520;228.1666667;3663;20535;63.36;39745.728;52043.904;24;11
61533;9;355.2;44400;159840;228.1666667;3996;20535;69.12;43358.976;56775.168;24;12
61586;9;355.2;48100;173160;228.1666667;4329;20535;74.88;46972.224;61506.432;24;13
61639;9;355.2;51800;186480;228.1666667;4662;20535;80.64;50585.472;66237.696;24;14
61692;9;355.2;55500;199800;228.1666667;4995;20535;86.4;54198.72;70968.96;24;15
61745;9;355.2;59200;213120;228.1666667;5328;20535;92.16;57811.968;75700.224;24;16
61798;9;355.2;62900;226440;228.1666667;5661;20535;97.92;61425.216;80431.488;24;17
61851;9;355.2;66600;239760;228.1666667;5994;20535;103.68;65038.464;85162.752;24;18
61904;9;355.2;70300;253080;228.1666667;6327;20535;109.44;68651.712;89894.016;24;19
61957;9;355.2;74000;266400;228.1666667;6660;20535;115.2;72264.96;94625.28;24;20
62010;9;355.2;77700;279720;228.1666667;6993;20535;120.96;75878.208;99356.544;24;21
62063;9;355.2;81400;293040;228.1666667;7326;20535;126.72;79491.456;104087.808;24;22
62116;9;355.2;85100;306360;228.1666667;7659;20535;132.48;83104.704;108819.072;24;23
62169;9;355.2;88800;319680;228.1666667;7992;20535;138.24;86717.952;113550.336;24;24
62222;9;355.2;92500;333000;228.1666667;8325;20535;144;90331.2;118281.6;24;25
62275;9;355.2;96200;346320;228.1666667;8658;20535;149.76;93944.448;123012.864;24;26
62328;9;355.2;99900;359640;228.1666667;8991;20535;155.52;97557.696;127744.128;24;27
62381;9;355.2;103600;372960;228.1666667;9324;20535;161.28;101170.944;132475.392;24;28
62434;9;355.2;107300;386280;228.1666667;9657;20535;167.04;104784.192;137206.656;24;29
62487;9;355.2;111000;399600;228.1666667;9990;20535;172.8;108397.44;141937.92;24;30
62540;9;355.2;114700;412920;228.1666667;10323;20535;178.56;112010.688;146669.184;24;31
62593;9;355.2;118400;426240;228.1666667;10656;20535;184.32;115623.936;151400.448;24;32
62646;9;355.2;122100;439560;228.1666667;10989;20535;190.08;119237.184;156131.712;24;33
62699;9;355.2;125800;452880;228.1666667;11322;20535;195.84;122850.432;160862.976;24;34
62752;9;355.2;129500;466200;228.1666667;11655;20535;201.6;126463.68;165594.24;24;35
62805;9;355.2;133200;479520;228.1666667;11988;20535;207.36;130076.928;170325.504;24;36
62858;9;355.2;136900;492840;228.1666667;12321;20535;213.12;133690.176;175056.768;24;37
62911;9;355.2;140600;506160;228.1666667;12654;20535;218.88;137303.424;179788.032;24;38
62964;9;355.2;144300;519480;228.1666667;12987;20535;224.64;140916.672;184519.296;24;39
63006;95;355.2;234000;842400;181.2244898;11700;9061.22449;458.64;214643.52;299220.48;24;39
63017;9;355.2;148000;532800;228.1666667;13320;20535;230.4;144529.92;189250.56;24;40
63059;95;355.2;240000;864000;181.2244898;12000;9061.22449;470.4;220147.2;306892.8;24;40
63070;9;355.2;151700;546120;228.1666667;13653;20535;236.16;148143.168;193981.824;24;41
63112;95;355.2;246000;885600;181.2244898;12300;9061.22449;482.16;225650.88;314565.12;24;41
63114;97;532.8;246000;885600;179.2732167;12300;8963.660834;731.112;335252.736;471847.68;24;41
63123;9;355.2;155400;559440;228.1666667;13986;20535;241.92;151756.416;198713.088;24;42
63165;95;355.2;252000;907200;181.2244898;12600;9061.22449;493.92;231154.56;322237.44;24;42
63167;97;532.8;252000;907200;179.2732167;12600;8963.660834;748.944;343429.632;483356.16;24;42
63176;9;355.2;159100;572760;228.1666667;14319;20535;247.68;155369.664;203444.352;24;43
63218;95;355.2;258000;928800;181.2244898;12900;9061.22449;505.68;236658.24;329909.76;24;43
63220;97;532.8;258000;928800;179.2732167;12900;8963.660834;766.776;351606.528;494864.64;24;43
63229;9;355.2;162800;586080;228.1666667;14652;20535;253.44;158982.912;208175.616;24;44
63271;95;355.2;264000;950400;181.2244898;13200;9061.22449;517.44;242161.92;337582.08;24;44
63273;97;532.8;264000;950400;179.2732167;13200;8963.660834;784.608;359783.424;506373.12;24;44
63282;9;355.2;166500;599400;228.1666667;14985;20535;259.2;162596.16;212906.88;24;45
63324;95;355.2;270000;972000;181.2244898;13500;9061.22449;529.2;247665.6;345254.4;24;45
63326;97;532.8;270000;972000;179.2732167;13500;8963.660834;802.44;367960.32;517881.6;24;45
63335;9;355.2;170200;612720;228.1666667;15318;20535;264.96;166209.408;217638.144;24;46
63377;95;355.2;276000;993600;181.2244898;13800;9061.22449;540.96;253169.28;352926.72;24;46
63379;97;532.8;276000;993600;179.2732167;13800;8963.660834;820.272;376137.216;529390.08;24;46
63388;9;355.2;173900;626040;228.1666667;15651;20535;270.72;169822.656;222369.408;24;47
63430;95;355.2;282000;1015200;181.2244898;14100;9061.22449;552.72;258672.96;360599.04;24;47
63432;97;532.8;282000;1015200;179.2732167;14100;8963.660834;838.104;384314.112;540898.56;24;47
63441;9;355.2;177600;639360;228.1666667;15984;20535;276.48;173435.904;227100.672;24;48
63483;95;355.2;288000;1036800;181.2244898;14400;9061.22449;564.48;264176.64;368271.36;24;48
63485;97;532.8;288000;1036800;179.2732167;14400;8963.660834;855.936;392491.008;552407.04;24;48
63494;9;355.2;181300;652680;228.1666667;16317;20535;282.24;177049.152;231831.936;24;49
63536;95;355.2;294000;1058400;181.2244898;14700;9061.22449;576.24;269680.32;375943.68;24;49
63538;97;532.8;294000;1058400;179.2732167;14700;8963.660834;873.768;400667.904;563915.52;24;49
63547;9;355.2;185000;666000;228.1666667;16650;20535;288;180662.4;236563.2;24;50
63589;95;355.2;300000;1080000;181.2244898;15000;9061.22449;588;275184;383616;24;50
63591;97;532.8;300000;1080000;179.2732167;15000;8963.660834;891.6;408844.8;575424;24;50
